pincode,place,state,somethingelse,lat,lng
691536,Kuttikadu,Kollam,Kottarakkara,9.4646,76.816
691536,Channappara,Kollam,Kottarakkara,9.4646,76.816
691536,Thudayannur,Kollam,Kottarakkara,9.4646,76.816
691536,Pulippara Jn,Kollam,Kottarakkara,9.4646,76.816
691536,Vattathamara,Kollam,Kottarakkara,9.4646,76.816
691537,Pooyapally,Kollam,Kottarakara,8.9043,76.7984
691537,Kattadi Jn,Kollam,Kottarakkara,8.9043,76.7984
691537,Mailode,Kollam,Kottarakkara,8.9043,76.7984
691537,Nettayam,Kollam,Kottarakkara,8.9043,76.7984
691538,Vettikavala,Kollam,Kottarakara,9.0806,76.8307
691536,Kummil,Kollam,Kottarakkara,9.4646,76.816
691540,Veliyam,Kollam,Kottarakara,8.9189,76.7679
691538,Thalachira,Kollam,Kottarakkara,9.0806,76.8307
691537,Meeyannur,Kollam,Kollam,8.9043,76.7984
691538,Kokkad,Kollam,Kottarakkara,8.961,76.8749
691541,Kollayil,Kollam,Kottarakkara,8.815,77.0164
691540,Veliyam West,Kollam,Kottarakkara,8.9189,76.7679
691541,Madathara,Kollam,Kottarakkara,8.815,77.0164
691543,Cherupoika,Kollam,Kottarakkara,8.8669,76.8921
691536,Mathira,Kollam,Kottarakkara,8.7775,76.9507
691543,Kaithacode,Kollam,Kottarakkara,8.8669,76.8921
691553,Puthenambalam,Kollam,Kunnathur,9.0833,76.7744
691553,Manampuzha,Kollam,Kunnathur,9.0833,76.7744
691552,Edakkad,Kollam,Kunnathur,8.961,76.8749
691541,Venkolla,Kollam,Kottarakkara,8.815,77.0164
691559,Mancode-kadakkal,Kollam,Kottarakkara,8.8182,76.9709
691559,Valavupacha,Kollam,Kottarakkara,8.8182,76.9709
691557,Kura,Kollam,Kottarakkara,9.0833,76.7744
691559,Ayirakuzhy,Kollam,Kottarakkara,8.8182,76.9709
691559,Chithara,Kollam,Kottarakara,8.8182,76.9709
691557,Chengamanad Jn,Kollam,Kottarakara,9.0833,76.7744
691560,Mailom,Kollam,Kottarakkara,9.0584,76.7776
691560,Kalayapuram,Kollam,Kottarakara,9.0584,76.7776
691566,Pallickal-kottarakara,Kollam,Kottarakkara,9.0356,76.7623
691571,Kottiyam,Kollam,Kollam,8.8657,76.67
691560,Thamarakudy,Kollam,Kottarakkara,9.0584,76.7776
691572,Chathannur,Kollam,Kolllam,8.8663,76.7057
691566,Perumkulam,Kollam,Kottarakkara,9.0356,76.7623
691571,Mylakkadu,Kollam,Kollam,8.8698,76.689
691573,Kummallur,Kollam,Kollam,8.8805,76.7156
691573,Adichanallur,Kollam,Adichanallur,8.8805,76.7156
691574,Parippally,Kollam,Kollam,8.8663,76.7057
691573,Velichikala,Kollam,Kollam,8.8805,76.7156
691574,Kizhakkenela,Kollam,Kollam,8.8663,76.7057
691576,Kannanallur,Kollam,Kollam,8.908,76.693
691574,Velamannoor,Kollam,Kollam,8.8663,76.7057
691576,Pallimon,Kollam,Kollam,8.908,76.693
691576,Nedumpana,Kollam,Kollam,8.908,76.693
691577,Mukathala,Kollam,Kollam,8.8663,76.7057
691578,Kalluvathukkal,Kollam,Kollam,8.8279,76.749
691577,Decent Jn,Kollam,Kollam,8.8663,76.7057
691578,Chirakkara,Kollam,Kollam,8.8457,76.7178
691578,Chirakkarathazham,Kollam,Kollam,8.8368,76.7334
691579,Karamcode,Kollam,Kollam,8.8663,76.7057
691578,Vilavoorkonam,Kollam,Kollam,8.8368,76.7334
691579,Uliyanad,Kollam,Kollam,8.8663,76.7057
691581,Sakthikulangara,Kollam,Kollam,8.9944,76.5274
691582,Puthenthura,Kollam,Karunagappally,8.9944,76.5274
691582,Neendakara,Kollam,Karunagapally,8.9944,76.5274
691579,Edanad,Kollam,Kollam,8.8663,76.7057
691577,Alumoodu,Kollam,Kollam,8.8663,76.7057
691583,Chavara,Kollam,Karunagappally,8.9673,76.5419
691583,Edappallycotta,Kollam,Karunagappally,8.9944,76.5274
691579,Aduthala,Kollam,Kollam,8.8663,76.7057
691583,Ponmana,Kollam,Karunagappally,9.008,76.5202
691583,Chavara Bridge,Kollam,Karunagapally,8.9944,76.5274
691583,Panmana PuthenChantha,Kollam,Karunagappally,8.9944,76.5274
691585,Mukundapuram,Kollam,Karunagappally,8.9944,76.5274
691585,Puthukkadukara,Kollam,Karunagappally,8.9944,76.5274
691584,Chavara South,Kollam,Karunagapally,8.9944,76.5274
691584,Vadakkumbhagom,Kollam,Karunagappally,8.9944,76.5274
691601,Perinad,Kollam,Kollam,9.1167,76.4833
691583,Panmana,Kollam,Karunagapally,9.008,76.5202
691590,Koivila,Kollam,Karunagappally,8.9959,76.7631
691589,Umayanallur IE,Kollam,Kollam,8.9944,76.5274
691601,Pattamthuruth,Kollam,Kollam,9.1167,76.4833
691601,Perumon,Kollam,Kollam,9.1167,76.4833
691601,Panayam,Kollam,Kollam,9.1167,76.4833
691601,Mathilil,Kollam,Kollam,9.1167,76.4833
691601,Chemmakkad,Kollam,Kollam,9.1167,76.4833
691602,Ashtamudi,Kollam,Kollam,9.1167,76.4833
691601,Kureepuzha,Kollam,Kollam,9.1167,76.4833
695001,Thiruvananthapuram G.P.O.,Thiruvananthapuram,Thiruvananthapuram,8.4467,76.9817
691602,Prakkulam,Kollam,Kollam,9.1167,76.4833
695001,Thiruvananthapuram-AG's,Thiruvananthapuram,Thiruvananthapuram,8.4467,76.9817
695002,Karamana,Thiruvananthapuram,Thiruvananthapuram,8.4467,76.9817
691602,Kanjavely,Kollam,Kollam,9.1167,76.4833
695003,Kaudiar,Thiruvananthapuram,Thiruvananthapuram,8.5225,76.9606
695004,Pattom Palace,Thiruvananthapuram,Thiruvananthapuram,8.4467,76.9817
695005,Ambalamukku,Thiruvananthapuram,Thiruvananthapuram,8.4467,76.9817
695004,Mg College,Thiruvananthapuram,Thiruvananthapuram,8.4467,76.9817
695004,Goureesapattom,Thiruvananthapuram,Trivandrum,8.4467,76.9817
695002,Karumom,Thiruvananthapuram,Thiruvananthapuram,8.4467,76.9817
695006,Tirumala,Thiruvananthapuram,Thiruvananthapuram,8.4467,76.9817
691601,Inchavila,Kollam,Kollam,9.1167,76.4833
695005,Perurkada,Thiruvananthapuram,Thiruvananthapuram,8.4467,76.9817
695003,Kaudiar Square,Thiruvananthapuram,Thiruvananthapuram,8.5225,76.9606
695007,Thiruvananthapuram Beach,Thiruvananthapuram,Thiruvananthapuram,8.371,77.0028
695006,Valiavila,Thiruvananthapuram,Thiruvananthapuram,8.4467,76.9817
695008,Vallakkadavoo,Thiruvananthapuram,Thiruvananthapuram,8.4467,76.9817
695010,Sasthamangalam,Thiruvananthapuram,Thiruvananthapuram,8.9043,76.7984
695009,Manacaud,Thiruvananthapuram,Thiruvananthapuram,8.4467,76.9817
695008,Beemapally,Thiruvananthapuram,Thiruvananthapuram,8.4467,76.9817
695010,Rvrk Mission,Thiruvananthapuram,Thiruvananthapuram,8.9043,76.7984
695011,Prasanth nagar,Thiruvananthapuram,Thiruvananthapuram,8.9043,76.7984
695009,Attukkal,Thiruvananthapuram,Thiruvananthapuram,8.4467,76.9817
695011,Cheruvikkal,Thiruvananthapuram,Thiruvananthapuram,8.9043,76.7984
695011,Ulloor,Thiruvananthapuram,Thiruvananthapuram,8.9043,76.7984
695011,MedicalCollege,Thiruvananthapuram,Thiruvananthapuram,8.9043,76.7984
695008,Thope,Thiruvananthapuram,Thiruvananthapuram,8.4467,76.9817
695011,Thuruvikkal,Thiruvananthapuram,Thiruvananthapuram,8.9043,76.7984
695012,Poojapura HO,Thiruvananthapuram,Thiruvananthapuram,8.9043,76.7984
695012,Poojapura Junction,Thiruvananthapuram,Thiruvananthapuram,8.9043,76.7984
695013,Manikanteswaram,Thiruvananthapuram,Thiruvananthapuram,8.9043,76.7984
695013,Cheriyakonni,Thiruvananthapuram,Nedumangad,8.9043,76.7984
695013,Kodunganur,Thiruvananthapuram,Thiruvananthapuram,8.9043,76.7984
695014,Jagathy,Thiruvananthapuram,Thiruvananthapuram,8.9043,76.7984
695013,Vattiyoorkavu,Thiruvananthapuram,Thiruvananthapuram,8.9043,76.7984
695015,Nalanchira,Thiruvananthapuram,Thiruvananthapuram,8.9043,76.7984
695014,Cotton Hill,Thiruvananthapuram,Thiruvananthapuram,8.9043,76.7984
695015,Mannanathala,Thiruvananthapuram,Trivendrum,8.9043,76.7984
695008,Valiathura,Thiruvananthapuram,Thiruvananthapuram,8.4467,76.9817
695016,EnggCollege,Thiruvananthapuram,Thiruvananthapuram,8.9043,76.7984
695012,Thamalam,Thiruvananthapuram,Thiruvananthapuram,8.9043,76.7984
695017,Sreekaryam,Thiruvananthapuram,Thiruvananthapuram,8.9043,76.7984
695018,Pappanamcode,Thiruvananthapuram,Thiruvananthapuram,8.9043,76.7984
695019,IndustrialEstate,Thiruvananthapuram,Thiruvananthapuram,8.9043,76.7984
695020,Nemom,Thiruvananthapuram,Thiruvananthapuram,8.4954,76.9305
695020,Ookode,Thiruvananthapuram,Thiruvananthapuram,8.4954,76.9305
695020,Pravachambalam,Thiruvananthapuram,Neyyattinkara,8.4954,76.9305
695023,Thiruvananthapuram Fort,Thiruvananthapuram,Thiruvananthapuram,8.4954,76.9305
695020,Pallichal,Thiruvananthapuram,Thiruvananthapuram,8.4954,76.9305
695023,Attakulangara,Thiruvananthapuram,Thiruvananthapuram,8.4954,76.9305
695022,Thiruvananthapuram ISRO,Thiruvananthapuram,Thiruvananthapuram,8.4954,76.9305
695024,Thiruvananthapuram Pettah,Thiruvananthapuram,Thiruvananthapuram,8.4954,76.9305
695021,Valiaveli,Thiruvananthapuram,Thiruvananthapuram,8.4954,76.9305
695024,Palkulangara,Thiruvananthapuram,Thiruvananthapuram,8.4954,76.9305
695024,Chakkai,Thiruvananthapuram,Thiruvananthapuram,8.4954,76.9305
695013,Nettayam,Thiruvananthapuram,Thiruvananthapuram,8.6085,77.015
695024,Kaithamukku,Thiruvananthapuram,Thiruvananthapuram,8.4954,76.9305
695021,Karikkakom,Thiruvananthapuram,Thiruvananthapuram,8.4954,76.9305
695021,Titanium,Thiruvananthapuram,Thiruvananthapuram,8.4954,76.9305
695026,Poonthura,Thiruvananthapuram,Thiruvananthapuram,8.4954,76.9305
695027,Pachallur,Thiruvananthapuram,Thiruvananthapuram,8.4954,76.9305
695028,Pandalacode,Thiruvananthapuram,Nedumangad,8.4954,76.9305
695025,Muttada,Thiruvananthapuram,Thiruvananthapuram,8.4954,76.9305
695028,Vattappara,Thiruvananthapuram,Thiruvananthapuram,8.4954,76.9305
695028,Venkode,Thiruvananthapuram,Nedumangad,8.4954,76.9305
695029,Anayara,Thiruvananthapuram,Thiruvananthapuram,8.4954,76.9305
695033,PMG Jn,Thiruvananthapuram,Thiruvananthapuram,8.5988,76.8788
695030,Kanjirampara,Thiruvananthapuram,Thiruvananthapuram,8.5988,76.8788
695033,Public Office,Thiruvananthapuram,Thiruvananthapuram,8.5988,76.8788
695027,Thiruvallom,Thiruvananthapuram,Thiruvananthapuram,8.4954,76.9305
695033,Vikas Bhavan,Thiruvananthapuram,Thiruvananthapuram,8.5988,76.8788
695034,Thiruvananthapuram University,Thiruvananthapuram,Thiruvananthapur,8.5988,76.8788
695032,Aramada,Thiruvananthapuram,Thiruvananthapuram,8.5988,76.8788
695035,Vanchiyur,Thiruvananthapuram,Thiruvananthapuram,8.7143,76.841
695036,Thiruvananthapuram Chalai,Thiruvananthapuram,Thiruvananthapuram,8.4833,76.9167
695035,Vanchiyoor Junction,Thiruvananthapuram,Thiruvananthapuram,8.7143,76.841
695026,Ambalathara,Thiruvananthapuram,Thiruvananthapuram,8.4954,76.9305
695038,PTP Nagar,Thiruvananthapuram,Thiruvananthapuram,8.5988,76.8788
695042,Kalliyoor,Thiruvananthapuram,Thiruvananthapuram,8.5818,76.9083
695014,Thycaud,Thiruvananthapuram,Thiruvananthapuram,8.9043,76.7984
695040,Kaimanam,Thiruvananthapuram,Thiruvananthapuram,8.5818,76.9083
695043,Kudappanakunnu,Thiruvananthapuram,Thiruvananthapuram,8.5818,76.9083
695099,Kerala Governor's Camp,Thiruvananthapuram,Thiruvananthapuram,8.5818,76.9083
695101,Attingal HO,Thiruvananthapuram,Chirayinkeezhu,8.6344,76.9382
695043,Mukkolackal,Thiruvananthapuram,Thiruvananthapuram,8.5818,76.9083
695102,Perumkulam,Thiruvananthapuram,Chirayinkeezhu,8.5053,77.0803
695102,Nedumparambu,Thiruvananthapuram,Chirayinkeezhu,8.5053,77.0803
695102,Vanchiyur-attingal,Thiruvananthapuram,Chirayinkeezhu,8.5053,77.0803
695102,Altharamoodu,Thiruvananthapuram,Chirayinkeezhu,8.5053,77.0803
695103,Mudakkal,Thiruvananthapuram,Chirayinkeezhu,8.6886,76.8851
695103,Ilamba,Thiruvananthapuram,Chirayinkeezhu,8.7091,76.8492
695102,Alamcode,Thiruvananthapuram,Chirayinkeezhu,8.5053,77.0803
695103,Poikamukku,Thiruvananthapuram,Chirayinkeezhu,8.6989,76.8672
695043,Kallayam,Thiruvananthapuram,Nedumangad,8.5818,76.9083
695103,Ayilam,Thiruvananthapuram,Chirayinkeezhu,8.6989,76.8672
695104,Edakode,Thiruvananthapuram,Chirayinkeezhu,8.6344,76.9382
695103,Avanavancherry,Thiruvananthapuram,chirayinkeezhu,8.6989,76.8672
695104,Kandukrishi,Thiruvananthapuram,Chirayinkeezhu,8.6344,76.9382
695104,Kurakkada,Thiruvananthapuram,Chirayinkeezhu,8.6344,76.9382
695104,Parayathukonam,Thiruvananthapuram,Chirayinkeezhu,8.6344,76.9382
695121,Neyyattinkara HO,Thiruvananthapuram,Neyyattinkara,8.6592,76.838
695122,Chaikkottukonam,Thiruvananthapuram,Neyyattinkara,8.6592,76.838
695104,Kizhuvalam,Thiruvananthapuram,Chirayinkeezh,8.6344,76.9382
695122,Plamootukada,Thiruvananthapuram,Neyyattinkara,8.6592,76.838
695122,Arayur,Thiruvananthapuram,Neyyattinkara,8.6592,76.838
695122,Amaravila,Thiruvananthapuram,Neyyattinkara,8.6592,76.838
695123,Aralumoodu,Thiruvananthapuram,Neyyattinkara,8.6592,76.838
695122,Mariyapuram,Thiruvananthapuram,Neyyattinkara,8.6592,76.838
695104,Oorupoika,Thiruvananthapuram,Chirayinkeezhu,8.6344,76.9382
695124,Perumkadavila,Thiruvananthapuram,Neyyattinkara,8.6592,76.838
695124,Keezharur,Thiruvananthapuram,Neyyattinkara,8.6592,76.838
695123,Kodungavila,Thiruvananthapuram,Neyyattinkara,8.6592,76.838
695121,Neyyattinkara Town,Thiruvananthapuram,Neyyattinkara,8.6592,76.838
695124,Marayamuttom,Thiruvananthapuram,Neyyattinkara,8.6592,76.838
695124,Kottackal,Thiruvananthapuram,Neyyattinkara,8.6592,76.838
695123,Thannimoodu,Thiruvananthapuram,Neyyattinkara,8.6592,76.838
695124,Anavoor,Thiruvananthapuram,Neyyattinkara,8.6592,76.838
695125,Vazhichal,Thiruvananthapuram,Neyyattinkara,8.6592,76.838
695125,Manchamcode,Thiruvananthapuram,Neyyattinkara,8.6592,76.838
695125,Ottasekharamangalam,Thiruvananthapuram,Neyyattinkara,8.6592,76.838
695125,Dalmughom,Thiruvananthapuram,Neyyattinkara,8.6592,76.838
695125,Mannamkonam,Thiruvananthapuram,Neyyattinkara,8.6592,76.838
695125,Poozhanad,Thiruvananthapuram,Neyyattinkara,8.6592,76.838
695126,Aruvipuram,Thiruvananthapuram,Neyyattinkara,8.6592,76.838
695126,Perumpazhuthoor,Thiruvananthapuram,Neyyattinkara,8.6592,76.838
695132,Vattavila,Thiruvananthapuram,Neyyattinkara,8.6828,76.8395
695133,Tirupuram,Thiruvananthapuram,Neyyattinkara,8.6828,76.8395
695141,Varkala,Thiruvananthapuram,Chirayinkeezhu,8.7333,76.7167
695141,Janardhanapuram,Thiruvananthapuram,Chirayinkeezhu,8.7333,76.7167
695123,Venpakal,Thiruvananthapuram,Neyyattinkara,8.6592,76.838
695141,Varkala South,Thiruvananthapuram,Chirayinkeezhu,8.7333,76.7167
695142,Cherunniyur,Thiruvananthapuram,Chirayinkeezhu,8.739,76.7413
695143,Thokkad,Thiruvananthapuram,Chirayinkeezhu,8.7314,76.7467
695132,Chenkal,Thiruvananthapuram,Neyyattinkara,8.6828,76.8395
695143,Palachira,Thiruvananthapuram,Chirayinkeezhu,8.7314,76.7467
695143,Vadasserikonam,Thiruvananthapuram,Chirayinkeezhu,8.7314,76.7467
695144,Kulamuttam,Thiruvananthapuram,Chirayinkeezhu,8.739,76.7413
695144,Moongode,Thiruvananthapuram,Chirayinkeezhu,8.739,76.7413
695144,Kavalayur,Thiruvananthapuram,Chirayinkeezhu,8.739,76.7413
695145,Muttappalam,Thiruvananthapuram,Chirayinkeezhu,8.7525,76.7604
695145,Sreenivasapuram,Thiruvananthapuram,Chirayinkeezhu,8.7525,76.7604
695145,Panayara,Thiruvananthapuram,Chirayinkeezhu,8.7525,76.7604
695146,Palayamkunnu,Thiruvananthapuram,Chirayinkeezhu,8.739,76.7413
695301,Kaniyapuram,Thiruvananthapuram,Thiruvananthapuram,8.6701,76.7694
695146,Muthana,Thiruvananthapuram,Chirayinkeezhu,8.739,76.7413
695133,Mulluvila,Thiruvananthapuram,Neyyattinkara,8.6828,76.8395
695301,Channamkara,Thiruvananthapuram,Thiruvananthapuram,8.6701,76.7694
695133,Olathanni,Thiruvananthapuram,Neyyattinkara,8.6828,76.8395
695134,Vlathankara,Thiruvananthapuram,Neyyattinkara,8.6828,76.8395
695301,Chittattumukku,Thiruvananthapuram,Thiruvananthapuram,8.6701,76.7694
695303,Perumathura,Thiruvananthapuram,Chirayinkeezhu,8.6701,76.7694
695302,Murukumpuzhaa,Thiruvananthapuram,Thiruvananthapuram,8.6701,76.7694
695304,Cheruvallimukku,Thiruvananthapuram,Chirayinkeezhu,8.6547,76.7816
695303,Puthencurichy,Thiruvananthapuram,Thiruvananthapuram,8.6701,76.7694
695141,Chilakur,Thiruvananthapuram,Chirayinkeezhu,8.7333,76.7167
695304,Chirayinkeezhu,Thiruvananthapuram,Chirayinkeezhu,8.6547,76.7816
695304,Katakam,Thiruvananthapuram,Chirayinkeezhu,8.6547,76.7816
695305,Sasthavattom,Thiruvananthapuram,Chirayinkeezhu,8.6701,76.7694
695305,Perunguzhi,Thiruvananthapuram,Chirayinkeezhu,8.6701,76.7694
695305,Azhurmarket,Thiruvananthapuram,Chirayinkeezhu,8.6701,76.7694
695306,Nilakkamukku,Thiruvananthapuram,Chirayinkeezhu,8.6807,76.7689
695306,Melkadakkavur,Thiruvananthapuram,Chirayinkeezhu,8.6807,76.7689
695306,Anathalavattom,Thiruvananthapuram,Chirayinkeezhu,8.6807,76.7689
695306,Kadakkavur,Thiruvananthapuram,Chirayinkeezhu,8.6807,76.7689
695306,Keezhattingal,Thiruvananthapuram,Chirayinkeezhu,8.6807,76.7689
695307,Kaikara,Thiruvananthapuram,Chirayinkeezhu,8.6701,76.7694
695304,Mudapuram,Thiruvananthapuram,Chirayinkeezhu,8.6547,76.7816
695310,Hariharapuram,Thiruvananthapuram,Chirayinkeezhu,8.7124,76.7431
695309,Poothura,Thiruvananthapuram,Chirayinkeezhu,8.6748,76.7578
695308,Vakkom,Thiruvananthapuram,Chirayinkeezhu,8.6701,76.7694
695310,Elakamon-kizhakkepuram,Thiruvananthapuram,Chirayinkeezhu,8.7124,76.7431
695310,Elakamon,Thiruvananthapuram,Chirayinkeezhu,8.7124,76.7431
695307,Nedunganda,Thiruvananthapuram,Chirayinkeezhu,8.6701,76.7694
695310,Ayroor-varkala,Thiruvananthapuram,Chirayinkeezhu,8.7124,76.7431
695311,Venkulam,Thiruvananthapuram,Chirayinkeezhu,8.772,76.6882
695311,Pullanicode,Thiruvananthapuram,Chirayinkeezhu,8.772,76.6882
695312,Melvettoor,Thiruvananthapuram,Chirayinkeezhu,8.7124,76.7431
695311,Kappil,Thiruvananthapuram,Chirayinkeezhu,8.7805,76.6789
695309,Anjengo,Thiruvananthapuram,Chirayinkeezhu,8.6748,76.7578
695312,Melvettoor,Thiruvananthapuram,Thiruvananthapuram,8.7124,76.7431
695313,Manjamala,Thiruvananthapuram,Thiruvananthapuram,8.7124,76.7431
695313,Kudavur,Thiruvananthapuram,Chirayinkeezhu,8.7124,76.7431
695316,Pallipuram,Thiruvananthapuram,Thiruvananthapuram,8.5931,76.853
695317,Thonnakkal,Thiruvananthapuram,Thiruvananthapuram,8.7124,76.7431
695311,Odayam,Thiruvananthapuram,Chirayinkeezhu,8.772,76.6882
695311,Edava,Thiruvananthapuram,Chirayinkeezhu,8.7636,76.6975
695318,Vennicode,Thiruvananthapuram,Chirayinkeezhu,8.7124,76.7431
695501,Balaramapuram,Thiruvananthapuram,Neyyattinkara,8.4219,77.044
695501,Kattachalkuzhy,Thiruvananthapuram,Thiruvananthapuram,8.5578,76.9918
695501,Bhagavathinada,Thiruvananthapuram,Neyyattinkara,8.5578,76.9918
695501,Chowara,Thiruvananthapuram,Neyyattinkara,8.354,77.0267
695501,Kottukal,Thiruvananthapuram,Neyyattinkara,8.6085,77.015
695501,Vedivachankoil,Thiruvananthapuram,Neyyattinkara,8.5578,76.9918
695502,Ayira,Thiruvananthapuram,Neyyattinkara,8.5078,77.0711
695501,Russelpuram,Thiruvananthapuram,Neyyattinkara,8.5578,76.9918
695502,Cheruvarakonam,Thiruvananthapuram,Neyyattinkara,8.5078,77.0711
695503,Dhanuvachapuram,Thiruvananthapuram,Neyyattinkara,8.5078,77.0711
695502,Parassala,Thiruvananthapuram,Neyyattinkara,8.5078,77.0711
695501,Payattuvila,Thiruvananthapuram,Neyyattinkara,8.5578,76.9918
695504,Elluvila,Thiruvananthapuram,Neyyattinkara,8.4805,77.0691
695504,Kunnathukal,Thiruvananthapuram,Neyyattinkara,8.3901,77.1618
695504,Cheriakolla,Thiruvananthapuram,Neyyattinkara,8.4805,77.0691
695503,Manchavilakom,Thiruvananthapuram,Neyyattinkara,8.5078,77.0711
695504,Karakonam,Thiruvananthapuram,Neyyattinkara,8.5709,76.9764
695505,Mayam,Thiruvananthapuram,Neyyattinkara,8.4601,77.1921
695505,Vellarada,Thiruvananthapuram,Neyyattinkara,8.4501,77.1943
695505,Karikuzhi,Thiruvananthapuram,Neyyattinkara,8.4601,77.1921
695505,Kudayal,Thiruvananthapuram,Neyyattinkara,8.4601,77.1921
695505,Manali,Thiruvananthapuram,Neyyattinkara,8.6085,77.015
695505,Thekkupara,Thiruvananthapuram,Neyyattinkara,8.4601,77.1921
695505,Kudappanamoodu,Thiruvananthapuram,Neyyattinkara,8.4601,77.1921
695505,Koothali,Thiruvananthapuram,Neyyattinkara,8.4601,77.1921
695505,Amboori,Thiruvananthapuram,Neyyattinkara,8.47,77.19
695505,Kuttamala,Thiruvananthapuram,Neyyattinkara,8.4601,77.1921
695506,Uchakada,Thiruvananthapuram,Neyyattinkara,8.5078,77.0711
695505,Panachamoodu,Thiruvananthapuram,Neyyattinkara,8.4601,77.1921
695506,Karode,Thiruvananthapuram,Neyyattinkara,8.5078,77.0711
695506,Kakkavila,Thiruvananthapuram,Neyyattinkara,8.5078,77.0711
695507,Ooruttambalam,Thiruvananthapuram,Neyyattinkara,8.5078,77.0711
695508,Parasuvaickal,Thiruvananthapuram,Neyyattinkara,8.5078,77.0711
695512,Kuvalassery,Thiruvananthapuram,Neyyattinkara,8.6873,76.9316
695513,Pozhiyoor,Thiruvananthapuram,Neyyattinkara,8.6873,76.9316
695506,Venkadambu,Thiruvananthapuram,Neyyattinkara,8.5078,77.0711
695512,Veliyamcode,Thiruvananthapuram,Neyyattinkara,8.6873,76.9316
695521,Mullur,Thiruvananthapuram,Neyyattinkara,8.6085,77.015
695512,Kandala,Thiruvananthapuram,Neyyattinkara,8.6873,76.9316
695521,Vizhinjam,Thiruvananthapuram,Thiruvananthapuram,8.3828,76.9889
695521,Kottapuram,Thiruvananthapuram,Neyyattinkara,8.6085,77.015
695522,Vellayani,Thiruvananthapuram,Thiruvananthapuram,9.1681,76.6753
695522,Cgo-Complex,Poonkulam,Thiruvananthapuram,9.1681,76.6753
695523,Venganur,Thiruvananthapuram,Neyyattinkara,9.1681,76.6753
695523,Kidarakuzhy,Thiruvananthapuram,Neyyattinkara,9.1681,76.6753
695523,Muttakadu,Thiruvananthapuram,Thiruvananthapuram,9.1681,76.6753
695525,Puvar,Thiruvananthapuram,Neyyattinkara,8.3146,77.0686
695524,Kanjiramkulam,Thiruvananthapuram,Neyyattinkara,9.1681,76.6753
695525,Kanjampazhanji,Thiruvananthapuram,Neyyattinkara,8.3146,77.0686
695525,Arumanoor,Thiruvananthapuram,Neyyattinkara,8.3146,77.0686
695523,Nellivila,Thiruvananthapuram,Thiruvananthapuram,9.1681,76.6753
695526,Pulluvila,Thiruvananthapuram,Neyyattinkara,9.1681,76.6753
695524,Nellimoodu,Thiruvananthapuram,Neyyattinkara,9.1681,76.6753
695526,Lourdepuram,Thiruvananthapuram,Neyyattinkara,9.1681,76.6753
695527,Kovalam,Thiruvananthapuram,Thiruvananthapuram,8.3893,76.978
695526,Puthiathura,Thiruvananthapuram,Neyyattinkara,9.1681,76.6753
695527,Kovalam Beach,Thiruvananthapuram,Thiruvananthapuram,8.3893,76.9788
695541,Anad,Thiruvananthapuram,Nedumangad,8.6653,76.9931
695528,Naruvamoodu,Thiruvananthapuram,Neyyattinkara,9.1681,76.6753
695541,Nedumangad,Thiruvananthapuram,Nedumangad,8.6027,77.0014
695526,Kazhavur,Thiruvananthapuram,Neyyattinkara,9.1681,76.6753
695541,Puthukulangara,Thiruvananthapuram,Nedumangad,8.6367,77.005
695541,Chullimanoor,Thiruvananthapuram,Nedumangad,8.6422,77.0205
695541,Tholicode,Thiruvananthapuram,Nedumangad,8.6367,77.005
695541,Mannurkonam,Thiruvananthapuram,Nedumangad,8.6367,77.005
695541,Mancha,Thiruvananthapuram,Nedumangad,8.6367,77.005
695541,Karipur,Thiruvananthapuram,Nedumangad,8.6367,77.005
695542,Vinobaniketan,Thiruvananthapuram,Nedumangad,8.6175,77.0163
695542,Kulappada,Thiruvananthapuram,Nedumangad,8.6175,77.0163
695541,Paruthikuzhy,Thiruvananthapuram,Nedumangad,8.6367,77.005
695542,Marangad,Thiruvananthapuram,Nedumangad,8.6175,77.0163
695542,Meenankal,Thiruvananthapuram,Nedumangad,8.6175,77.0163
695542,Aryanad,Thiruvananthapuram,Nedumangad,8.6175,77.0163
695542,Panacode,Thiruvananthapuram,Nedumangad,8.6175,77.0163
695542,Kottakkakom,Thiruvananthapuram,Nedumangad,8.6175,77.0163
695542,Kokkotela,Thiruvananthapuram,Nedumangad,8.6175,77.0163
695542,Changa,Thiruvananthapuram,Nedumangad,8.6175,77.0163
695543,Vellanad,Thiruvananthapuram,Nedumangad,8.5598,77.0503
695543,Veliyannur,Thiruvananthapuram,Nedumangad,8.5598,77.0503
695543,Mulayara,Thiruvananthapuram,Neyyattinkara,8.5598,77.0503
695543,Mundela,Thiruvananthapuram,Nedumangad,8.5598,77.0503
695542,Parandode,Thiruvananthapuram,Nedumangad,8.6175,77.0163
695543,Mithraniketan,Thiruvananthapuram,Nedumangad,8.5598,77.0503
695551,Chettachal,Thiruvananthapuram,Nedumangad,8.6873,76.9316
695543,Kuthirakalam-vellanad,Thiruvananthapuram,Nedumangad,8.5598,77.0503
695543,Uriakode,Thiruvananthapuram,Nedumangad,8.5598,77.0503
695547,Valiamala,Thiruvananthapuram,Nedumangad,8.6175,77.0163
695551,Maruthamala,Thiruvananthapuram,Nedumangad,8.6873,76.9316
695551,Ponmudi,Thiruvananthapuram,Nedumangad,8.6873,76.9316
695551,Bonaccord,Thiruvananthapuram,Nedumangad,8.6873,76.9316
